target,model_name,measure,value
l1,random_forest,r2_score,0.6268974004914374
l1,random_forest,spearmans,0.7370326705424568
l1,random_forest,kendall,0.5461002025646742
l1,xgboost,r2_score,0.6313545686355165
l1,xgboost,spearmans,0.7460403327677522
l1,xgboost,kendall,0.5547834942242784
l1,lightgbm,r2_score,0.6548740348477983
l1,lightgbm,spearmans,0.7683345251779223
l1,lightgbm,kendall,0.5758798102779412
l2,linear_model,r2_score,0.3297958185355735
l2,linear_model,spearmans,0.5395007822314303
l2,linear_model,kendall,0.3821220968301518
l2,ridge,r2_score,0.32581692118157746
l2,ridge,spearmans,0.540714134381886
l2,ridge,kendall,0.3826969618891776
l2,random_forest,r2_score,0.2765511838533611
l2,random_forest,spearmans,0.45394504051140727
l2,random_forest,kendall,0.3164638818905294
l2,xgboost,r2_score,0.2658785152430274
l2,xgboost,spearmans,0.45552520053573875
l2,xgboost,kendall,0.3185839822920202
l2,lightgbm,r2_score,0.2999395386092464
l2,lightgbm,spearmans,0.49325959138641157
l2,lightgbm,kendall,0.3451706778156481
kl,linear_model,r2_score,0.6134865308131854
kl,linear_model,spearmans,0.7807424558079398
kl,linear_model,kendall,0.5887317243549237
kl,ridge,r2_score,0.6071978707882
kl,ridge,spearmans,0.7749623729010987
kl,ridge,kendall,0.5836166518968409
kl,random_forest,r2_score,0.561816234944355
kl,random_forest,spearmans,0.7406770819513078
kl,random_forest,kendall,0.5513083337346142
kl,xgboost,r2_score,0.5887468652415997
kl,xgboost,spearmans,0.753394218568693
kl,xgboost,kendall,0.5635356021172471
kl,lightgbm,r2_score,0.6267986330447892
kl,lightgbm,spearmans,0.7826561498123839
kl,lightgbm,kendall,0.5913206045742557
hd,linear_model,r2_score,0.7249758396578441
hd,linear_model,spearmans,0.8076620163297454
hd,linear_model,kendall,0.6185854301711202
hd,ridge,r2_score,0.7151639732185866
hd,ridge,spearmans,0.8027335179682143
hd,ridge,kendall,0.6136064039687675
hd,random_forest,r2_score,0.6851356074289456
hd,random_forest,spearmans,0.7564327867063723
hd,random_forest,kendall,0.5671768401382552
hd,xgboost,r2_score,0.6910273422985455
hd,xgboost,spearmans,0.7676533387873458
hd,xgboost,kendall,0.577760280481147
hd,lightgbm,r2_score,0.7220220894620222
hd,lightgbm,spearmans,0.7987644397203213
hd,lightgbm,kendall,0.6084744368776203
l12,linear_model,r2_score,0.4861346459574395
l12,linear_model,spearmans,0.7324333859073131
l12,linear_model,kendall,0.5393320595011769
l12,ridge,r2_score,0.4531443695062366
l12,ridge,spearmans,0.7253611122318303
l12,ridge,kendall,0.5316619463890159
l12,random_forest,r2_score,0.5079689683574031
l12,random_forest,spearmans,0.7187298492720643
l12,random_forest,kendall,0.5302801523041216
l12,xgboost,r2_score,0.498319372935346
l12,xgboost,spearmans,0.7129114255138151
l12,xgboost,kendall,0.5270226216541792
l12,lightgbm,r2_score,0.5083848124766389
l12,lightgbm,spearmans,0.7324120572382744
l12,lightgbm,kendall,0.5438264470186147
l22,linear_model,r2_score,0.36542104991931446
l22,linear_model,spearmans,0.5885707049523005
l22,linear_model,kendall,0.41479159719906633
l22,ridge,r2_score,0.3588123569404299
l22,ridge,spearmans,0.5895837583981953
l22,ridge,kendall,0.41627742580860283
l22,random_forest,r2_score,0.46880981492309526
l22,random_forest,spearmans,0.6740487415609713
l22,random_forest,kendall,0.48757763699010775
l22,xgboost,r2_score,0.488569684649484
l22,xgboost,spearmans,0.6936125521791724
l22,xgboost,kendall,0.5056872290763588
l22,lightgbm,r2_score,0.4516629544109192
l22,lightgbm,spearmans,0.663758750639861
l22,lightgbm,kendall,0.4791677225741914
kl2,linear_model,r2_score,0.6148744067980856
kl2,linear_model,spearmans,0.7852908805878754
kl2,linear_model,kendall,0.5892684228076026
kl2,ridge,r2_score,0.5915324813244862
kl2,ridge,spearmans,0.7716402924044768
kl2,ridge,kendall,0.5758617316883405
kl2,random_forest,r2_score,0.6293856687451382
kl2,random_forest,spearmans,0.7900212086690231
kl2,random_forest,kendall,0.596218294987218
kl2,xgboost,r2_score,0.6267581241055239
kl2,xgboost,spearmans,0.7933210957904907
kl2,xgboost,kendall,0.6007525398191145
kl2,lightgbm,r2_score,0.6415782312355327
kl2,lightgbm,spearmans,0.7920903862322651
kl2,lightgbm,kendall,0.5985319550961432
hd2,linear_model,r2_score,0.7087911783504064
hd2,linear_model,spearmans,0.8678668773185418
hd2,linear_model,kendall,0.6815871957319106
hd2,ridge,r2_score,0.6535862770396537
hd2,ridge,spearmans,0.8430587816731979
hd2,ridge,kendall,0.6522320773591197
hd2,random_forest,r2_score,0.7024887145599753
hd2,random_forest,spearmans,0.8545513762834862
hd2,random_forest,kendall,0.6684210292319662
hd2,xgboost,r2_score,0.7059382120464058
hd2,xgboost,spearmans,0.8586200629577846
hd2,xgboost,kendall,0.6735302878737356
hd2,lightgbm,r2_score,0.7043628717508346
hd2,lightgbm,spearmans,0.8629126238791803
hd2,lightgbm,kendall,0.6791743914638212
